"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Director",NA,"Captain Blood","08-1936","tt0026174","Captain Blood","nm0002031","Michael Curtiz",NA,NA,"Captain Blood",1935,"Passed","28 Dec 1935","119 min","Action, Adventure, History","Michael Curtiz","Rafael Sabatini, Casey Robinson","Errol Flynn, Olivia de Havilland, Lionel Atwill","After treating a Monmouth rebel against King James II in 1680s England, a young Irish doctor is exiled as a slave to Jamaica where he captures a Spanish galleon and becomes the most feared pirate of the Caribbean.","English, French","United States","Nominated for 5 Oscars. 5 nominations total","https://m.media-amazon.com/images/M/MV5BMjMwNDc1MzMyNV5BMl5BanBnXkFtZTgwODUzMjU1MzE@._V1_SX300.jpg","89","7.7","14,033","tt0026174","movie",NA,NA,NA,NA,"7.7/10","89/100","100%",NA,NA,NA,NA
"Best Director","Winner","Mr. Deeds Goes to Town","09-1937","tt0027996","Mr. Deeds Goes to Town","nm0001008","Frank Capra",NA,NA,"Mr. Deeds Goes to Town",1936,"Not Rated","12 Apr 1936","115 min","Comedy, Drama, Romance","Frank Capra","Robert Riskin, Clarence Budington Kelland","Gary Cooper, Jean Arthur, George Bancroft","A unassuming greeting card poet from a small town in Vermont heads to New York City upon inheriting a massive fortune and is immediately hounded by those who wish to take advantage of him.","English","United States","Won 1 Oscar. 5 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BNzdiMDVkNmMtNDI0Ny00MTQ5LWEwNjAtODQxOGNjOTZmMGVmL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","N/A","7.9","21,033","tt0027996","movie",NA,NA,NA,NA,"7.9/10",NA,"91%",NA,NA,NA,NA
"Best Director",NA,"My Man Godfrey","09-1937","tt0028010","My Man Godfrey","nm0478441","Gregory La Cava",NA,NA,"My Man Godfrey",1936,"Not Rated","06 Sep 1936","94 min","Comedy, Drama, Romance","Gregory La Cava","Morrie Ryskind, Eric Hatch, Zoe Akins","William Powell, Carole Lombard, Alice Brady","A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.","English, Russian","United States","Nominated for 6 Oscars. 1 win & 6 nominations total","https://m.media-amazon.com/images/M/MV5BNmMwZTJlMTctYjM5Ni00Zjg4LWEzN2EtZmJlZjcyMmMzM2NiL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","82","8.0","23,078","tt0028010","movie",NA,NA,NA,NA,"8.0/10","82/100","97%",8,2022-04-04,"Prime","Feature Film"
"Best Director",NA,"The Great Ziegfeld","09-1937","tt0027698","The Great Ziegfeld","nm0502752","Robert Z. Leonard",NA,NA,"The Great Ziegfeld",1936,"Passed","08 Apr 1936","176 min","Drama, Musical","Robert Z. Leonard","William Anthony McGuire","William Powell, Myrna Loy, Luise Rainer","The ups and downs of Florenz Ziegfeld Jr., famed producer of extravagant stage revues, are portrayed.","English","United States","Won 3 Oscars. 4 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BOTEzMTZjNjQtMDdiOC00YzU3LTgwODItYjEyYjRiNWFiNmZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","N/A","6.7","7,919","tt0027698","movie",NA,NA,NA,NA,"6.7/10",NA,"71%",NA,NA,NA,NA
"Best Director",NA,"San Francisco","09-1937","tt0028216","San Francisco","nm0886754","W.S. Van Dyke",NA,NA,"San Francisco",1936,"Passed","26 Jun 1936","115 min","Drama, Music, Romance","W.S. Van Dyke","Anita Loos, Robert E. Hopkins, Herman J. Mankiewicz","Clark Gable, Jeanette MacDonald, Spencer Tracy","A Barbary Coast saloonkeeper and a Nob Hill impresario are rivals for the affections of a beautiful singer, both personally and professionally in 1906 San Francisco.","English","United States","Won 1 Oscar. 3 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BMjM4MjA5MDU0Nl5BMl5BanBnXkFtZTgwOTIyNTczMjE@._V1_SX300.jpg","N/A","7.2","5,445","tt0028216","movie",NA,NA,NA,NA,"7.2/10",NA,"92%",NA,NA,NA,NA
"Best Director",NA,"Dodsworth","09-1937","tt0027532","Dodsworth","nm0943758","William Wyler",NA,NA,"Dodsworth",1936,"Passed","23 Sep 1936","101 min","Drama, Romance","William Wyler","Sinclair Lewis, Sidney Howard, Robert Wyler","Walter Huston, Ruth Chatterton, Paul Lukas","A retired auto manufacturer and his wife take a long-planned European vacation only to find that they want very different things from life.","English, French, German, Italian","United States","Won 1 Oscar. 3 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BNTIzOWU0NWUtN2Y2ZC00N2U2LTliMzQtZWNjNmZkNTc4YTU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","7.8","8,867","tt0027532","movie",NA,NA,NA,NA,"7.8/10",NA,"90%",7,2022-02-03,"Prime","Feature Film"
"Best Director","Winner","The Awful Truth","10-1938","tt0028597","The Awful Truth","nm0564970","Leo McCarey",NA,NA,"The Awful Truth",1937,"Passed","21 Oct 1937","90 min","Comedy, Romance","Leo McCarey","Viña Delmar, Arthur Richman, Sidney Buchman","Irene Dunne, Cary Grant, Ralph Bellamy","A married couple file an amicable divorce, but find it harder to let go of each other than they initially thought.","English, French, Italian","United States","Won 1 Oscar. 3 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BNzMwMTU0MTk2Nl5BMl5BanBnXkFtZTgwMTUyMjkzMjE@._V1_SX300.jpg","87","7.7","19,131","tt0028597","movie",NA,NA,NA,NA,"7.7/10","87/100","93%",NA,NA,NA,NA
"Best Director",NA,"Stage Door","10-1938","tt0029604","Stage Door","nm0478441","Gregory La Cava",NA,NA,"Stage Door",1937,"Approved","08 Oct 1937","92 min","Comedy, Drama","Gregory La Cava","Morrie Ryskind, Anthony Veiller, Edna Ferber","Katharine Hepburn, Ginger Rogers, Adolphe Menjou","A chronicle of the ambitions, dreams, and disappointments of aspiring actresses who all live in the same boarding house.","English","United States","Nominated for 4 Oscars. 2 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BNzQwNTQxOTY3OF5BMl5BanBnXkFtZTgwMTg0MDgyMTE@._V1_SX300.jpg","N/A","7.8","8,288","tt0029604","movie",NA,NA,NA,NA,"7.8/10",NA,"96%",NA,NA,NA,NA
"Best Director",NA,"The Good Earth","10-1938","tt0028944","The Good Earth","nm0291548","Sidney Franklin",NA,NA,"The Good Earth",1937,"Passed","06 Aug 1937","138 min","Drama, Romance","Sidney Franklin, Victor Fleming, Gustav Machatý","Talbot Jennings, Tess Slesinger, Claudine West","Paul Muni, Luise Rainer, Walter Connolly","Although married Chinese farmers Wang and O-Lan initially experience success, their lives are complicated by declining fortunes and lean times, as well as the arrival of the beautiful young Lotus.","English","United States","Won 2 Oscars. 4 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BNTM4NTczZWEtMTRhNi00YmRmLWE5ZDMtNjE2NGM0NDAwMjc2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg","N/A","7.5","4,820","tt0028944","movie",NA,NA,NA,NA,"7.5/10",NA,"95%",NA,NA,NA,NA
"Best Director",NA,"A Star Is Born","10-1938","tt0029606","A Star Is Born","nm0920074","William A. Wellman",NA,NA,"A Star Is Born",1937,"Passed","27 Apr 1937","111 min","Drama, Romance","William A. Wellman, Jack Conway, Victor Fleming","Dorothy Parker, Alan Campbell, Robert Carson","Janet Gaynor, Fredric March, Adolphe Menjou","A young woman comes to Hollywood with dreams of stardom, and achieves them only with the help of an alcoholic leading man whose best days are behind him.","English","United States","Won 2 Oscars. 4 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BMmE5ODI0NzMtYjc5Yy00MzMzLTk5OTQtN2Q3MzgwOTllMTY3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg","77","7.3","9,519","tt0029606","movie",NA,NA,NA,NA,"7.3/10","77/100","100%",7,2021-07-09,"Prime","Feature Film"
"Best Director",NA,"The Life of Emile Zola","10-1938","tt0029146","The Life of Emile Zola","nm0226189","William Dieterle",NA,NA,"The Life of Emile Zola",1937,"Passed","02 Oct 1937","116 min","Biography, Drama","William Dieterle","Norman Reilly Raine, Heinz Herald, Geza Herczeg","Paul Muni, Gale Sondergaard, Joseph Schildkraut","The biopic of the famous French muckraking writer and his involvement in fighting the injustice of the Dreyfus Affair.","English","United States","Won 3 Oscars. 8 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BNDI2ODAyNDQzMV5BMl5BanBnXkFtZTgwNzE2MzI2MzE@._V1_SX300.jpg","N/A","7.2","8,018","tt0029146","movie",NA,NA,NA,NA,"7.2/10",NA,"82%",NA,NA,NA,NA
"Best Director","Winner","You Can't Take It with You","11-1939","tt0030993","You Can't Take It with You","nm0001008","Frank Capra",NA,NA,"You Can't Take It with You",1938,"Passed","29 Sep 1938","126 min","Comedy, Drama, Romance","Frank Capra","Robert Riskin, George S. Kaufman, Moss Hart","Jean Arthur, James Stewart, Lionel Barrymore","The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development.","English, Russian","United States","Won 2 Oscars. 2 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BMTYzYzY0YzgtN2ZhNy00MjNiLTk1NTYtYTQ2M2E3NjJiOWYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","7.9","25,066","tt0030993","movie",NA,NA,NA,NA,"7.9/10",NA,"93%",NA,NA,NA,NA
"Best Director",NA,"The Citadel","11-1939","tt0029995","The Citadel","nm0896542","King Vidor",NA,NA,"The Citadel",1938,"Passed","29 Oct 1938","110 min","Drama","King Vidor","Ian Dalrymple, Frank Wead, Elizabeth Hill","Robert Donat, Rosalind Russell, Ralph Richardson","An enthusiastic young doctor happily embarks on his career, but it isn't long before he finds out what being a doctor really entails.","English","United Kingdom","Nominated for 4 Oscars. 5 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BMzM1MWY1ZDktNGIwYy00NmY1LTg2NDAtNjJhMDExNWJlODM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg","N/A","7.1","2,072","tt0029995","movie",NA,NA,NA,NA,"7.1/10",NA,"89%",NA,NA,NA,NA
"Best Director",NA,"Four Daughters","11-1939","tt0030149","Four Daughters","nm0002031","Michael Curtiz",NA,NA,"Four Daughters",1938,"Approved","09 Aug 1938","90 min","Drama, Music, Romance","Michael Curtiz","Julius J. Epstein, Lenore J. Coffee, Fannie Hurst","Claude Rains, John Garfield, Jeffrey Lynn","A musician is blessed with four musical prodigies, all girls, and cursed when a troubled young composer enters the lives of his Four Daughters.","English, French","United States","Nominated for 5 Oscars. 1 win & 7 nominations total","https://m.media-amazon.com/images/M/MV5BMWIyOTE5MWMtZDc5Ny00NmZiLWIwOTItNTdhODA4MDUwMzU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","6.9","1,934","tt0030149","movie",NA,NA,NA,NA,"6.9/10",NA,"100%",NA,NA,NA,NA
"Best Director",NA,"Angels with Dirty Faces","11-1939","tt0029870","Angels with Dirty Faces","nm0002031","Michael Curtiz",NA,NA,"Angels with Dirty Faces",1938,"Passed","26 Nov 1938","97 min","Crime, Drama, Film-Noir","Michael Curtiz","John Wexley, Warren Duff, Rowland Brown","James Cagney, Pat O'Brien, Humphrey Bogart","A priest tries to stop a gangster from corrupting a group of street kids.","English","United States","Nominated for 3 Oscars. 2 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BMjgzOWY5MzQtOWJiMy00OTUwLWE0OTQtMTkyMzk5MDY4MjkyXkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_SX300.jpg","N/A","7.9","21,071","tt0029870","movie",NA,NA,NA,NA,"7.9/10",NA,"100%",NA,NA,NA,NA
"Best Director",NA,"Boys Town","11-1939","tt0029942","Boys Town","nm0851537","Norman Taurog",NA,NA,"Boys Town",1938,"Passed","09 Sep 1938","96 min","Biography, Drama, Family","Norman Taurog","John Meehan, Dore Schary, Eleanore Griffin","Spencer Tracy, Mickey Rooney, Henry Hull","When a death row prisoner tells him he wouldn't have led a life of crime if only he had had one friend as a child, Father Edward Flanagan decides to start a home for young boys.","English, Hebrew","United States","Won 2 Oscars. 3 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BMWUwMWRmYTYtY2Q2MS00ZTRlLTljNjQtNzlkMmRjNjllNjNlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg","N/A","7.3","5,618","tt0029942","movie",NA,NA,NA,NA,"7.3/10",NA,"90%",NA,NA,NA,NA
"Best Director","Winner","Gone with the Wind","12-1940","tt0031381","Gone with the Wind","nm0281808","Victor Fleming",NA,NA,"Gone with the Wind",1939,"Passed","17 Jan 1940","238 min","Drama, History, Romance","Victor Fleming, George Cukor, Sam Wood","Margaret Mitchell, Sidney Howard, Oliver H.P. Garrett","Clark Gable, Vivien Leigh, Thomas Mitchell","The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.","English","United States","Won 10 Oscars. 21 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","97","8.1","306,067","tt0031381","movie",NA,NA,NA,NA,"8.1/10","97/100","90%",7,2022-01-16,NA,NA
"Best Director",NA,"Mr. Smith Goes to Washington","12-1940","tt0031679","Mr. Smith Goes to Washington","nm0001008","Frank Capra",NA,NA,"Mr. Smith Goes to Washington",1939,"Passed","19 Oct 1939","129 min","Comedy, Drama","Frank Capra","Sidney Buchman, Lewis R. Foster, Myles Connolly","James Stewart, Jean Arthur, Claude Rains","A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his char","English","United States","Won 1 Oscar. 6 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","73","8.1","113,065","tt0031679","movie",NA,NA,NA,NA,"8.1/10","73/100","85%",NA,NA,NA,NA
"Best Director",NA,"Stagecoach","12-1940","tt0031971","Stagecoach","nm0000406","John Ford",NA,NA,"Stagecoach",1939,"Passed","03 Mar 1939","96 min","Adventure, Drama, Western","John Ford","Ernest Haycox, Dudley Nichols, Ben Hecht","John Wayne, Claire Trevor, Andy Devine","A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.","English, Spanish, French","United States","Won 2 Oscars. 8 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BOGQ4NDUyNWQtZTEyOC00OTMzLWFhYjAtNDNmYmQ2MWQyMTRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg","93","7.9","47,319","tt0031971","movie",NA,NA,NA,NA,"7.9/10","93/100","100%",7,2022-03-29,"Prime","Feature Film"
"Best Director",NA,"Goodbye, Mr. Chips","12-1940","tt0031385","Goodbye, Mr. Chips","nm0939992","Sam Wood",NA,NA,"Goodbye, Mr. Chips",1939,"Unrated","28 Jul 1939","114 min","Drama, Romance","Sam Wood, Sidney Franklin","R.C. Sherriff, Claudine West, Eric Maschwitz","Robert Donat, Greer Garson, Terry Kilburn","An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.","English, Latin, German","United Kingdom","Won 1 Oscar. 3 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BY2JiNjljZjAtYWJmNS00ZWQxLTlhZDMtZGVhMTc1NGFjMDdjXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg","N/A","7.9","10,381","tt0031385","movie",NA,NA,NA,NA,"7.9/10",NA,"83%",NA,NA,NA,NA
"Best Director",NA,"Wuthering Heights","12-1940","tt0032145","Wuthering Heights","nm0943758","William Wyler",NA,NA,"Wuthering Heights",1939,"Not Rated","07 Apr 1939","104 min","Drama, Romance","William Wyler","Charles MacArthur, Ben Hecht, Emily Brontë","Merle Oberon, Laurence Olivier, David Niven","A servant in the house of Wuthering Heights tells a traveler the unfortunate tale of lovers Cathy and Heathcliff.","English","United States","Won 1 Oscar. 8 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BMDAxZDkzNTktYzQyMi00YmRlLWFmYWQtY2Q4ZTQyMGFlMzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","7.6","17,710","tt0032145","movie",NA,NA,NA,NA,"7.6/10",NA,"96%",8,2021-07-09,"Prime","Feature Film"
"Best Director","Winner","The Grapes of Wrath","13-1941","tt0032551","The Grapes of Wrath","nm0000406","John Ford",NA,NA,"The Grapes of Wrath",1940,"Passed","15 Mar 1940","129 min","Drama","John Ford","Nunnally Johnson, John Steinbeck","Henry Fonda, Jane Darwell, John Carradine","An Oklahoma family driven off their farm by the poverty and hopelessness of the Dust Bowl joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.","English","United States","Won 2 Oscars. 10 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","96","8.1","90,263","tt0032551","movie",NA,NA,NA,NA,"8.1/10","96/100","100%",NA,NA,NA,NA
"Best Director",NA,"Rebecca","13-1941","tt0032976","Rebecca","nm0000033","Alfred Hitchcock",NA,NA,"Rebecca",1940,"Approved","12 Apr 1940","130 min","Drama, Film-Noir, Mystery","Alfred Hitchcock","Daphne Du Maurier, Robert E. Sherwood, Joan Harrison","Laurence Olivier, Joan Fontaine, George Sanders","A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.","English, French","United States","Won 2 Oscars. 7 wins & 10 nominations total","https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","86","8.1","132,961","tt0032976","movie",NA,NA,NA,NA,"8.1/10","86/100","100%",9,2021-07-09,NA,NA
"Best Director",NA,"The Philadelphia Story","13-1941","tt0032904","The Philadelphia Story","nm0002030","George Cukor",NA,NA,"The Philadelphia Story",1940,"Not Rated","17 Jan 1941","112 min","Comedy, Romance","George Cukor","Donald Ogden Stewart, Philip Barry, Waldo Salt","Cary Grant, Katharine Hepburn, James Stewart","When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.","English, French","United States","Won 2 Oscars. 5 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg","96","7.9","67,519","tt0032904","movie",NA,NA,NA,NA,"7.9/10","96/100","100%",8,2021-07-09,NA,NA
"Best Director",NA,"Kitty Foyle","13-1941","tt0032671","Kitty Foyle","nm0939992","Sam Wood",NA,NA,"Kitty Foyle",1940,"Passed","27 Dec 1940","108 min","Drama, Romance","Sam Wood","Christopher Morley, Dalton Trumbo, Donald Ogden Stewart","Ginger Rogers, Dennis Morgan, James Craig","A hard-working, white-collar girl from a middle-class family meets and falls in love with a young socialite, but she soon clashes with his family.","English","United States","Won 1 Oscar. 2 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BODZkZTcwNzQtODBiNy00ZTNjLTlhMjctZDViZjQzMGIyZDg5XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg","N/A","6.9","3,601","tt0032671","movie",NA,NA,NA,NA,"6.9/10",NA,"80%",NA,NA,NA,NA
"Best Director",NA,"The Letter","13-1941","tt0032701","The Letter","nm0943758","William Wyler",NA,NA,"The Letter",1940,"Not Rated","23 Nov 1940","95 min","Crime, Drama, Film-Noir","William Wyler","W. Somerset Maugham, Howard Koch","Bette Davis, Herbert Marshall, James Stephenson","The wife of a rubber plantation administrator shoots a man to death and claims it was self-defense, but a letter in her own hand may prove her undoing.","English","United States","Nominated for 7 Oscars. 1 win & 9 nominations total","https://m.media-amazon.com/images/M/MV5BNGI1Mjk4ZDgtMDc5ZS00MGI4LWJmZDctNTZkNmQ0NGU0M2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","N/A","7.6","12,786","tt0032701","movie",NA,NA,NA,NA,"7.6/10",NA,"100%",NA,NA,NA,NA
"Best Director","Winner","How Green Was My Valley","14-1942","tt0033729","How Green Was My Valley","nm0000406","John Ford",NA,NA,"How Green Was My Valley",1941,"Passed","09 Apr 1942","118 min","Drama, Family","John Ford","Philip Dunne, Richard Llewellyn","Walter Pidgeon, Maureen O'Hara, Anna Lee","At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.","English, Welsh","United States","Won 5 Oscars. 13 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BMjE1YWRmMWEtYTQ0Yy00NGEwLWFmNzAtZDkwOWNjMzkwYzJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","88","7.7","23,387","tt0033729","movie",NA,NA,NA,NA,"7.7/10","88/100","89%",NA,NA,NA,NA
