"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Documentary, Features","Winner",NA,"18-1946","tt0038192","The True Glory",NA,NA,NA,NA,"The True Glory",1945,"Not Rated","04 Oct 1945","87 min","Documentary, War","Garson Kanin, Carol Reed","Harry Brown, Paddy Chayefsky, Frank Harvey","Dwight D. Eisenhower, Leslie Banks, Winston Churchill","A documentary account of the allied invasion of Europe during World War II compiled from the footage shot by nearly one thousand four hundred cameramen. It opens as the assembled Allied forces plan and train for the D-Day invasion at","English","United Kingdom, United States","Won 1 Oscar. 4 wins total","https://m.media-amazon.com/images/M/MV5BNDgzZTgwMDgtNzYzNy00MzczLWIyNTUtM2ZkN2Q1OTdhNzJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA5ODc1NDU@._V1_SX300.jpg","N/A","7.0","548","tt0038192","movie",NA,NA,NA,NA,"7.0/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,NA,"18-1946","tt0037861","The Last Bomb",NA,NA,NA,NA,"The Last Bomb",1945,"Not Rated","N/A","35 min","Short, Documentary, War","Frank Lloyd","N/A","Reed Hadley, Arthur Kennedy, Jack Klock","Documentary of the planning and delivery of the last great bomber attack on the city of Tokyo by the U.S. Army Air Forces in World War II.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BMTg0OTA5MDU4Ml5BMl5BanBnXkFtZTgwOTgyNTAzMTE@._V1_SX300.jpg","N/A","6.4","95","tt0037861","movie",NA,NA,NA,NA,"6.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Sid Rogell, Theron Warth, Richard Fleischer","20-1948","tt0040285","Design for Death","nm0736614","Sid Rogell",NA,NA,"Design for Death",1947,"Approved","N/A","48 min","Documentary","Richard Fleischer","Dr. Seuss, Helen Geisel","Kent Smith, Hans Conried","An Academy Award winner for best documentary, the film opens with a notice that...""Exhibition of confiscated Japanese film material authorized by permission of the Alien Property Custodian in the public interest under License No. LM","English","United States","Won 1 Oscar. 1 win total","https://m.media-amazon.com/images/M/MV5BZjcyZGFmNmQtOGE0YS00MDk3LWI3OTAtYTMxYWJmN2I1MGJkXkEyXkFqcGdeQXVyNTY2MzQ3MDE@._V1_SX300.jpg","N/A","6.3","40","tt0040285","movie",NA,NA,NA,NA,"6.3/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Sid Rogell, Theron Warth, Richard Fleischer","20-1948","tt0040285","Design for Death","nm0913200","Theron Warth",NA,NA,"Design for Death",1947,"Approved","N/A","48 min","Documentary","Richard Fleischer","Dr. Seuss, Helen Geisel","Kent Smith, Hans Conried","An Academy Award winner for best documentary, the film opens with a notice that...""Exhibition of confiscated Japanese film material authorized by permission of the Alien Property Custodian in the public interest under License No. LM","English","United States","Won 1 Oscar. 1 win total","https://m.media-amazon.com/images/M/MV5BZjcyZGFmNmQtOGE0YS00MDk3LWI3OTAtYTMxYWJmN2I1MGJkXkEyXkFqcGdeQXVyNTY2MzQ3MDE@._V1_SX300.jpg","N/A","6.3","40","tt0040285","movie",NA,NA,NA,NA,"6.3/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Sid Rogell, Theron Warth, Richard Fleischer","20-1948","tt0040285","Design for Death","nm0281507","Richard Fleischer",NA,NA,"Design for Death",1947,"Approved","N/A","48 min","Documentary","Richard Fleischer","Dr. Seuss, Helen Geisel","Kent Smith, Hans Conried","An Academy Award winner for best documentary, the film opens with a notice that...""Exhibition of confiscated Japanese film material authorized by permission of the Alien Property Custodian in the public interest under License No. LM","English","United States","Won 1 Oscar. 1 win total","https://m.media-amazon.com/images/M/MV5BZjcyZGFmNmQtOGE0YS00MDk3LWI3OTAtYTMxYWJmN2I1MGJkXkEyXkFqcGdeQXVyNTY2MzQ3MDE@._V1_SX300.jpg","N/A","6.3","40","tt0040285","movie",NA,NA,NA,NA,"6.3/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,NA,"20-1948","tt0039517","Journey Into Medicine",NA,NA,NA,NA,"Journey Into Medicine",1947,"N/A","N/A","38 min","Documentary, Short","Willard Van Dyke","Irving Jacoby","N/A","Mike, a medical student starts at Columbia and then moves into pediatrics at a teaching hospital run by Cornell. He learns how new methods help children live longer. After this he went to Johns Hopkins to work in public health in Bal","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BMmQ4ZWVlMTQtN2ViMC00MmFiLThkOGMtYjZkZDM3ZTcyYjRjXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","6.4","32","tt0039517","movie",NA,NA,NA,NA,"6.4/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Paul Rotha","20-1948","tt0040004","The World Is Rich","nm0745055","Paul Rotha",NA,NA,"The World Is Rich",1947,"N/A","15 Feb 1952","46 min","Documentary","Paul Rotha","Arthur Calder-Marshall","N/A","An examination of the problems of world food distribution following World War II, outlining steps underway to deal with the problems.","English","United Kingdom","Nominated for 1 Oscar. 1 win & 1 nomination total","N/A","N/A","6.8","14","tt0040004","movie",NA,NA,NA,NA,"6.8/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Orville O. Dull","21-1949","tt0040767","The Secret Land","nm0241338","Orville O. Dull",NA,NA,"The Secret Land",1948,"Approved","22 Oct 1948","71 min","Documentary","N/A","Harvey S. Haislip, William C. Park","Robert Montgomery, Robert Taylor, Van Heflin","The 1946-1947 U.S. military expedition to explore and map Antarctica, led by Admiral Richard E. Byrd, is presented from its planning stages through its successful completion.","English","United States","Won 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNTU0ZjI4YzktOTdkNy00MTVhLWFlNDgtYjE5MGUyOGYzMTcxXkEyXkFqcGdeQXVyNTUyNzA5ODE@._V1_SX300.jpg","N/A","6.9","294","tt0040767","movie",NA,NA,NA,NA,"6.9/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Janice Loeb","21-1949","tt0040717","The Quiet One","nm0517209","Janice Loeb",NA,NA,"The Quiet One",1948,"N/A","N/A","65 min","Documentary, Drama","Sidney Meyers","James Agee, Janice Loeb, Sidney Meyers","Gary Merrill, Donald Thompson, Clarence Cooper","A documentary account of the rehabilitation at the Wiltwyck School of an emotionally disturbed Black boy who is unwanted, misunderstood, and inwardly tortured.","English","United States","Nominated for 2 Oscars. 2 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BMzE2MzkzYjgtNzM3Ni00ZGM0LWFlMWQtMjEwNTM5Yjk4MjZhXkEyXkFqcGdeQXVyMjQ5MTc0Njk@._V1_SX300.jpg","N/A","6.5","269","tt0040717","movie",NA,NA,NA,NA,"6.5/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner",NA,"22-1950","tt0041283","Daybreak in Udi",NA,NA,NA,NA,"Daybreak in Udi",1949,"Approved","15 Aug 1949","47 min","Documentary","Terry Bishop","Montagu Slater","E.R. Chadwick, Harford Anerobi, Fanny Elumeze","This 47-minute documentary, financed by HRH's government, won an Oscar in the special category, and most of it was later edited into a 1953 two-segment documentary called ""Savage World"" by the same crew of film-makers listed on this","English","United Kingdom","Won 1 Oscar. 2 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BZWIxMzgxYzEtMjBlOC00MmM0LTllODctZjVmZTcwM2E2MmQzXkEyXkFqcGdeQXVyNDg2MjI2Nw@@._V1_SX300.jpg","N/A","5.8","64","tt0041283","movie",NA,NA,NA,NA,"5.8/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Paul F. Heard","22-1950","tt0041542","Kenji Comes Home","nm0372465","Paul F. Heard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Robert Snyder","23-1951","tt0043050","The Titan: Story of Michelangelo","nm0162414","Robert Snyder",NA,NA,"The Titan: Story of Michelangelo",1950,"Not Rated","22 Jan 1950","70 min","Documentary","Robert J. Flaherty, Richard Lyford, Curt Oertel","Norman Borisoff","Fredric March","The life and works of the great artist Michelangelo Buonarroti are shown against the historical background of his time. It begins with his earliest artworks, and follows his life and career as he achieves lasting fame. The documentar","Italian, English","Switzerland, West Germany","Won 1 Oscar. 3 wins total","https://m.media-amazon.com/images/M/MV5BZTg4NjcwNzktNjlhYi00ZjBjLWI3MzUtOWY3MDYwM2ZiNzYwXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg","N/A","7.1","89","tt0043050","movie",NA,NA,NA,NA,"7.1/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Jack Arnold, Lee Goodman","23-1951","tt0043138","With These Hands","nm0000791","Jack Arnold",NA,NA,"With These Hands",1950,"N/A","15 Jun 1950","52 min","Drama","Jack Arnold","Morton Wishengrad","Sam Levene, Arlene Francis, Joseph Wiseman","Film produced by the International Ladies Garment Workers Union -- featuring several well-known Broadway actors -- recreates Triangle Fire of 1911 and compares working conditions of the 1910's with the 1950's.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BZjk0OWY5Y2MtOTEwMS00MDI3LTkzMmUtYjJlNDNjNjM0N2UwL2ltYWdlXkEyXkFqcGdeQXVyMzA5ODc1NDU@._V1_SX300.jpg","N/A","5.7","63","tt0043138","movie",NA,NA,NA,NA,"5.7/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Jack Arnold, Lee Goodman","23-1951","tt0043138","With These Hands","nm0329156","Lee Goodman",NA,NA,"With These Hands",1950,"N/A","15 Jun 1950","52 min","Drama","Jack Arnold","Morton Wishengrad","Sam Levene, Arlene Francis, Joseph Wiseman","Film produced by the International Ladies Garment Workers Union -- featuring several well-known Broadway actors -- recreates Triangle Fire of 1911 and compares working conditions of the 1910's with the 1950's.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BZjk0OWY5Y2MtOTEwMS00MDI3LTkzMmUtYjJlNDNjNjM0N2UwL2ltYWdlXkEyXkFqcGdeQXVyMzA5ODc1NDU@._V1_SX300.jpg","N/A","5.7","63","tt0043138","movie",NA,NA,NA,NA,"5.7/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Olle Nordemar","24-1952","tt0042650","Kon-Tiki","nm0634989","Olle Nordemar",NA,NA,"Kon-Tiki",1950,"Approved","13 Jan 1950","77 min","Documentary","Thor Heyerdahl","Thor Heyerdahl","Thor Heyerdahl, Herman Watzinger, Erik Hesselberg","A documentary about the Kon-Tiki expedition of the Norwegian explorer Thor Heyerdahl.","Norwegian","Norway, Sweden","Won 1 Oscar. 2 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BMjM0Mjg1MzU0Nl5BMl5BanBnXkFtZTgwODMxNjIxMzE@._V1_SX300.jpg","N/A","7.9","2,512","tt0042650","movie",NA,NA,NA,NA,"7.9/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Bryan Foy","24-1952","tt0043665","I Was a Communist for the F.B.I.","nm0289381","Bryan Foy",NA,NA,"I Was a Communist for the F.B.I.",1951,"Not Rated","05 May 1951","83 min","Crime, Drama, Film-Noir","Gordon Douglas","Crane Wilbur, Matt Cvetic, Pete Martin","Frank Lovejoy, Dorothy Hart, Philip Carey","In Pittsburgh, PA, an F.B.I. agent works to undermine the Communist party, but his brothers and his teenage son think he's a real Red.","English","United States","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BNWI2NmIzN2EtNzMzNy00Mzk3LTkwMDEtZGU5NzA1NDJjNTcxXkEyXkFqcGdeQXVyNjU1MjgyNDk@._V1_SX300.jpg","N/A","6.1","774","tt0043665","movie",NA,NA,NA,NA,"6.1/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Irwin Allen","25-1953","tt0044009","The Sea Around Us","nm0000740","Irwin Allen",NA,NA,"The Sea Around Us",1953,"Approved","30 Jun 1953","62 min","Documentary","Irwin Allen","Irwin Allen, Rachel L. Carson","Don Forbes, Theodore von Eltz","Oscar-winning documentary based on Rachel L. Carson's pioneering study of ocean life chronicled in her award-winning and best-selling 1951 book of the same name.","English","United States","Won 1 Oscar. 1 win total","https://m.media-amazon.com/images/M/MV5BMTFhZWFiYmItMzU1Mi00NGZiLWFkMmYtOTk4ZjlkMjIzZTcwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI3NTM4MTA@._V1_SX300.jpg","N/A","6.1","289","tt0044009","movie",NA,NA,NA,NA,"6.1/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Hall Bartlett","25-1953","tt0044955","Navajo","nm0058826","Hall Bartlett",NA,NA,"Navajo",1952,"Approved","12 Feb 1952","70 min","Drama","Norman Foster","Norman Foster","Francis Kee Teller, John Mitchell, Mrs. Kee Teller","A young Navajo Indian boy is caught up in the conflict of cultures when he rejects the white man's school. Told in semi-documentary style.","English","United States","Nominated for 2 Oscars. 1 win & 2 nominations total","https://m.media-amazon.com/images/M/MV5BY2Q4NDJlNmMtMjczNi00NzU4LWI5MmEtM2MzMDQwNWUyYTI3XkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","6.0","122","tt0044955","movie",NA,NA,NA,NA,"6.0/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Dore Schary","25-1953","tt0044713","The Hoaxters","nm0770196","Dore Schary",NA,NA,"The Hoaxters",1952,"Approved","05 Dec 1952","36 min","Short, Documentary","N/A","Herman Hoffman","Marilyn Erskine, Howard Keel, George Murphy, Walter Pidgeon","So called snake oil salesmen at carnivals are often used as the symbols of hoaxters. There are much more globally sinister hoaxters in the form of world leaders of totalitarian regimes, ...","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BOTJmMzliMDAtY2Y0Ni00OTA2LWE2YmQtMWQ4ZTg0YTU2OTQzXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","5.3","142","tt0044713","movie",NA,NA,NA,NA,"5.3/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Walt Disney","26-1954","tt0046008","The Living Desert","nm0000370","Walt Disney",NA,NA,"The Living Desert",1953,"G","10 Nov 1953","69 min","Family, Documentary","James Algar","James Algar, Winston Hibler, Ted Sears","Winston Hibler","Although first glance reveals little more than stones and sand, the desert is alive. Witness moving rocks, spitting mud pots, gorgeous flowers and the never-ending battle for survival between creatures of every shape, size and descri","English","United States","Won 1 Oscar. 7 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BYWMxMjgyOWItOWVhMi00NDVjLTg4MGUtMWIxMWRjMmEzZWZkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","69","7.5","1,472","tt0046008","movie",NA,NA,NA,NA,"7.5/10","69/100",NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Castleton Knight","26-1954","tt0046222","A Queen Is Crowned","nm0460834","Castleton Knight",NA,NA,"A Queen Is Crowned",1953,"TV-G","09 Jun 1953","82 min","Documentary, History","N/A","Christopher Fry","Laurence Olivier, Queen Elizabeth II, Prince Philip","A lavish documentary film of Queen Elizabeth II's Coronation in 1953.","English","United Kingdom","Nominated for 1 Oscar. 5 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BZmVjY2NhN2YtZTcwZi00Y2Y1LTliMjEtZjg0ODlhOGQ1YTJmXkEyXkFqcGdeQXVyMjIyNjE2NA@@._V1_SX300.jpg","N/A","7.1","113","tt0046222","movie",NA,NA,NA,NA,"7.1/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"John Taylor, Leon Clore, Grahame Tharp","26-1954","tt0045646","The Conquest of Everest","nm0852624","John Taylor",NA,NA,"The Conquest of Everest",1953,"Not Rated","07 Dec 1953","78 min","Documentary, Adventure","George Lowe","Louis MacNeice","Meredith Edwards, John Hunt, George Band","Documentary that covers the famous and successful expedition of the Everest conquest by Tenzing Norgay and Edmund Hillary, the first climbers to reach its peak.","English","United Kingdom","Nominated for 1 Oscar. 4 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BZTM2ZDIxZWYtOTQzNy00YzA1LWJjZWItMDg2MzU5M2Y0MWM0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg","N/A","7.2","382","tt0045646","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,"Prime","Documentary"
"Best Documentary, Features",NA,"John Taylor, Leon Clore, Grahame Tharp","26-1954","tt0045646","The Conquest of Everest","nm0167061","Leon Clore",NA,NA,"The Conquest of Everest",1953,"Not Rated","07 Dec 1953","78 min","Documentary, Adventure","George Lowe","Louis MacNeice","Meredith Edwards, John Hunt, George Band","Documentary that covers the famous and successful expedition of the Everest conquest by Tenzing Norgay and Edmund Hillary, the first climbers to reach its peak.","English","United Kingdom","Nominated for 1 Oscar. 4 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BZTM2ZDIxZWYtOTQzNy00YzA1LWJjZWItMDg2MzU5M2Y0MWM0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg","N/A","7.2","382","tt0045646","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,"Prime","Documentary"
"Best Documentary, Features",NA,"John Taylor, Leon Clore, Grahame Tharp","26-1954","tt0045646","The Conquest of Everest","nm0857078","Grahame Tharp",NA,NA,"The Conquest of Everest",1953,"Not Rated","07 Dec 1953","78 min","Documentary, Adventure","George Lowe","Louis MacNeice","Meredith Edwards, John Hunt, George Band","Documentary that covers the famous and successful expedition of the Everest conquest by Tenzing Norgay and Edmund Hillary, the first climbers to reach its peak.","English","United Kingdom","Nominated for 1 Oscar. 4 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BZTM2ZDIxZWYtOTQzNy00YzA1LWJjZWItMDg2MzU5M2Y0MWM0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg","N/A","7.2","382","tt0045646","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,"Prime","Documentary"
"Best Documentary, Features","Winner","Walt Disney","27-1955","tt0047642","The Vanishing Prairie","nm0000370","Walt Disney",NA,NA,"The Vanishing Prairie",1954,"Approved","13 May 1955","71 min","Documentary, Family","James Algar","James Algar, Winston Hibler, Ted Sears","Winston Hibler","Story of the American Prairie as it was when vast herds of bison and elk grazed.","English","United States","Won 1 Oscar. 4 wins total","https://m.media-amazon.com/images/M/MV5BNWUwZWY2Y2ItNmNlNC00Mjk3LTg1MTEtOGRlZWIzOTBlMDQ3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","N/A","7.3","612","tt0047642","movie",NA,NA,NA,NA,"7.3/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Guy Glover","27-1955","tt0047530","The Stratford Adventure","nm0323123","Guy Glover",NA,NA,"The Stratford Adventure",1954,"N/A","N/A","45 min","Documentary, Short","Morten Parker","Gudrun Parker (script)","John Drainie, Michael Bates, Lloyd Bochner, Douglas Campbell","The story of the founding, by Stratford-born journalist Tom Patterson, of the Stratford Shakespearean Festival of Canada, which opened in July of 1953 with a performance of ""Richard III"" ...","English","Canada","Nominated for 1 Oscar. Another 1 win.","https://m.media-amazon.com/images/M/MV5BMTIzNDc2ZTctOTBjZi00MTdjLThkNzMtMGM2NjU5ZWU0NmEzXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","6.6","38","tt0047530","movie",NA,NA,NA,NA,"6.6/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Nancy Hamilton","28-1956","tt0048157","The Unconquered","nm0358071","Nancy Hamilton",NA,NA,"The Unconquered",1954,"Approved","15 Jun 1954","55 min","Documentary, Biography","Nancy Hamilton","Nancy Hamilton, James L. Shute","Katharine Cornell, Helen Keller, Polly Thompson","This documentary chronicles the life of Helen Keller, who was struck by an illness as a young child that left her both blind and deaf. Aided by her devoted teacher, Anne Sullivan, Keller is able to develop ways to communicate and bec","English, American Sign","United States","Won 1 Oscar. 2 wins total","https://m.media-amazon.com/images/M/MV5BMTcyNDQ2ODYxMV5BMl5BanBnXkFtZTcwMjk4NzA1Mg@@._V1_SX300.jpg","N/A","7.9","107","tt0048157","movie",NA,NA,NA,NA,"7.9/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"RenÃ© Risacher","28-1956","tt0048151","CrÃ¨vecoeur","nm0728184","RenÃ© Risacher",NA,NA,"Crèvecoeur",1955,"N/A","02 Aug 1955","90 min","Documentary","Jacques Dupont","Jacques Dupont","N/A","Garcet, a young French officer just out of military school, joins the French Batallion of the United Nations Forces fighting in Korea. He is disappointed at first as he is assigned as liasion officer behind the lines. Later he is giv","French","France","Nominated for 1 Oscar. 1 nomination total","https://m.media-amazon.com/images/M/MV5BZjJlNTMxYjMtYzY2NC00YTUwLWJlZjYtNzQ4NGM3OWY4MWVkXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg","N/A","6.8","21","tt0048151","movie",NA,NA,NA,NA,"6.8/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Jacques-Yves Cousteau","29-1957","tt0049518","The Silent World","nm0184150","Jacques-Yves Cousteau",NA,NA,"The Silent World",1956,"N/A","01 Nov 1956","86 min","Documentary, Adventure, Biography","Jacques-Yves Cousteau, Louis Malle","Jacques-Yves Cousteau","Frédéric Dumas, Albert Falco, Jacques-Yves Cousteau","A documentary about the undersea explorers and how they penetrate into the underwater world.","French","France, Italy","Won 1 Oscar. 5 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BY2Y4Zjc0YTYtMGYwMy00ZjYzLTk5Y2EtMTdjMGUwOTgwMTY1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","7.0","1,573","tt0049518","movie",NA,NA,NA,NA,"7.0/10",NA,NA,NA,NA,NA,NA
